i shower once a day.	saya mandi sehari sekali.
go back to your seat.	kembali ke tempat dudukmu!
i am dying to see her again.	aku benar-benar rindu untuk bertemu dengannya lagi.
tell me.	beri tahu aku.
these butterflies are rare in our country.	kupu-kupu ini langka di negara kami.
why do people envy each other?	mengapa orang-orang saling iri satu sama lain?
tom borrowed some money from mary.	tom meminjam sedikit uang dari mary.
we're eating dinner right now.	saat ini kami sedang makan malam.
no one can blame tom.	tidak ada yang bisa menyalahkan tom.
i want mine.	aku mau punyaku.
i miss him.	aku rindu dia.
i found you.	aku menemukanmu.
i'd like to put something in the hotel safe.	aku mau menyimpan sesuatu di brankas hotel.
what made you so angry?	apa yang membuatmu begitu marah?
how's your foot?	bagaimana kakimu?
i would rather stay at home.	aku lebih memilih tinggal di rumah.
i like science fiction novels.	aku suka novel fiksi ilmiah.
we did what we could.	kami melakukan yang kami bisa.
what are you thinking about?	apa yang sedang kamu pikirkan?
he married a girl of his own choice.	dia menikahi seorang gadis pilihannya.
the water is warm.	airnya hangat.
tom was standing at the foot of the stairs.	tom berdiri di atas anak tangga.
the shopping bag that they brought was too small.	tas belanja yang mereka bawa terlalu kecil.
i just don't feel safe here anymore.	aku hanya tidak lagi merasa aman di sini.
what's for dinner today?	apa makan malam hari ini?
we didn't learn a thing.	kita tidak mengambil hikmah sama sekali.
tom could've been killed.	tom bisa saja terbunuh.
nobody understands.	tidak ada yang mengerti.
i need his help.	aku butuh bantuannya.
love is blind. hatred is also blind.	cinta itu buta. benci pun juga.
how long do you think it takes to go from here to tokyo?	menurutmu dari sini sampai tokyo akan memakan waktu berapa lama?
tom has a better plan.	tom punya rencana yang lebih bagus.
tom is impatient, isn't he?	tom tidak sabaran, ya?
what do you think?	bagaimana menurutmu?
i don't want to go there at all.	aku sama sekali tidak ingin pergi ke sana.
are you attracted to me?	apa kau tertarik padaku?
sometimes i wonder what you're thinking.	terkadang aku penasaran dengan apa yang kamu pikirkan.
electrical appliances have made housework easier.	peralatan elektronik telah membuat pekerjaan rumah tangga lebih mudah.
i like this.	aku suka ini.
let's go.	ayo pergi
can i take your word for it?	bisakah aku memegang kata-katamu?
tom wasn't really sick.	tom tidak benar-benar sakit.
i'm ashamed of myself.	aku malu pada diriku sendiri.
mary is so pretty.	mary sangat cantik.
what a pity!	sayang sekali!
i can't believe your parents let you come here by yourself.	aku tak percaya orang tuamu membiarkan kamu pergi kesini sendiri.
a tourist died after falling off a cliff.	seorang wisatawan tewas terjatuh dari tebing.
tom is fixing his bicycle.	tom sedang memperbaiki sepedanya.
these are gifts for my friends.	ini hadiah untuk teman-temanku.
nice to meet you.	senang bertemu denganmu.
tom said he liked the color of my t-shirt.	tom bilang dia suka warna kausku.
you don't need this.	kau tidak memerlukan ini.
i'm going to hawaii by ship.	aku pergi ke hawaii dengan kapal.
seven is sometimes considered a lucky number.	angka tujuh terkadang dianggap sebagai angka keberuntungan.
don't get angry.	jangan marah.
oh, really?	oh, benarkah?
let's welcome our guests.	mari menyambut tamu-tamu kita.
tom is way more handsome than john.	tom jauh lebih tampan daripada john.
i look forward to it.	aku menantikannya.
he doesn't want you to know.	dia tidak ingin kamu tahu.
be careful! the floor is wet.	hati-hati! lantainya basah.
tom is cutting his fingernails.	tom sedang memotong kukunya.
tom has everything he needs.	tom memiliki semua yang ia butuhkan.
tom is interested in mathematics.	tom tertarik pada matematika.
when are you walking home?	kapan kamu pulang ke rumah?
do you like music?	apa kamu suka musik?
where is the station?	stasiunnya di mana?
you and i have the same idea.	kamu dan saya punya ide yang sama.
tom tried to defend mary.	tom mencoba untuk melindungi mary.
these aren't fish.	ini bukan ikan.
i should go home before my parents start to worry.	aku harus pulang sebelum orang tuaku menjadi khawatir.
he beat the dog with a stick.	dia memukul anjing itu dengan tongkat.
we're already planning to do that.	kami sudah merencanakan itu.
i don't need an answer right now.	aku tidak membutuhkan jawaban saat ini.
don't be late.	jangan telat.
tom slipped.	tom terpeleset.
this is preposterous.	ini gila.
atlanta, georgia has one of the busiest airports in the world.	atlanta, georgia memiliki salah satu bandara paling sibuk di dunia.
where've you been?	dari mana kamu?
tom failed to persuade mary.	tom gagal membujuk mary.
wolves won't usually attack people.	serigala biasanya tidak menyerang manusia.
we need to buy a new tv.	kita perlu membeli tv yang baru.
as a result of a traffic jam, he wasn't able to see her off at the station.	akibat dari kemacetan lalu lintas, dia tidak dapat melihat keberangkatannya di stasiun.
i'm getting sick of this.	aku mulai muak dengan hal ini.
i'd like to show tom what i bought today.	saya ingin menunjukkan tom apa yang kubawa hari ini.
this is the book you've been looking for.	ini buku yang kamu cari-cari.
is everything all right?	apa semuanya baik-baik saja?
tom asked mary to teach him how to do the waltz.	tom meminta mary untuk mengajarinya bagaimana caranya berdansa wals.
can i see the wine list?	bisakah aku melihat daftar minuman anggurnya?
he was brave in the face of danger.	dia begitu berani di hadapan mara bahaya.
tom gave mary his kidney.	tom memberikan mary ginjalnya.
the price of gold fluctuates daily.	harga dari emas berubah-ubah setiap harinya.
what made you decide to come here?	apa yang membuatmu memutuskan untuk datang kemari?
tom is waiting for mary now.	tom sedang menunggu mary sekarang.
the plane took off at exactly ten o'clock.	pesawat itu lepas landas pada pukul sepuluh tepat.
this is ridiculous!	konyol!
she complained of a headache.	dia mengeluh sakit kepala.
can we go to the circus?	bisakah kita pergi ke sirkus?
i know you are rich.	aku tahu kamu kaya.
i am a student.	saya adalah seorang siswa.
tomorrow is her birthday.	besok dia berulang tahun.
tom often drinks pomegranate juice.	tom sering minum jus delima.
i know that you can't forgive me.	saya tahu anda tidak bisa memaafkan saya.
is there a tour guide available?	apa ada pemandu wisatanya?
it was a thrill.	tadi itu seru sekali.
what'll you write about?	kamu akan menulis tentang apa?
i'm not that young.	saya tidak semuda itu.
whatever the problem is, we can work it out.	apapun masalahnya, kita bisa menyelesaikannya.
tom wanted grandchildren.	tom menginginkan cucu.
tom drank a strawberry milkshake.	tom minum susu kocok stroberi
the nile is the longest river in the world.	sungai nil adalah sungai terpanjang di dunia.
almost all the students like english.	hampir semua siswa menyukai bahasa inggris.
now, i really have to get going.	sekarang aku benar-benar harus pergi.
the tallest mountain in the world is mount everest.	gunung tertinggi di dunia adalah gunung everest.
let's get out of the rain.	mari kita mencari tempat untuk berteduh.
tom is always complaining about his boss.	tom selalu mengeluh tentang bosnya.
this isn't a fish.	ini bukan ikan.
she'll spend the next four years in prison.	dia akan menghabiskan empat tahun berikutnya di dalam penjara.
the two politicians met face to face for the first time.	kedua politikus itu bertatap muka untuk pertama kalinya.
tom took part in the race.	tom ikut berpartisipasi pada balapan.
i want to ask you something.	aku ingin menanyakan sesuatu padamu.
it's so slow.	itu sangat lambat.
i just ran into tom in the dining hall.	aku tadi tidak sengaja ketemu tom di aula makan.
i promise.	aku janji.
my father didn't allow me to marry him.	ayahku tidak membolehkanku menikahinya.
my grandfather died three years ago.	kakek saya meninggal 3 tahun yang lalu.
tom never goes to places like that.	tom tidak pernah pergi ke tempat seperti itu.
i didn't know this.	aku tidak tahu tentang hal ini.
why do you want to leave?	kenapa kamu ingin pergi?
you aren't perfect.	kau tidak sempurna.
when should we check out?	kapan kami harus lapor keluar?
tom just told mary what she needed to know.	tom hanya memberi tahu mary apa yang perlu dia ketahui.
of course!	tentu saja!
would you put those bags in the car?	bisakah kau memasukkan tas-tas itu ke dalam mobil?
anyone can do that.	siapapun bisa melakukan itu.
tom didn't want to make the same mistake as mary.	tom tidak ingin membuat kesalahan yang sama seperti mary.
i was frightened.	aku ketakutan.
can you teach me how to fly?	bisakah kamu mengajarkan aku terbang?
tom got back to australia last week.	tom kembali ke australia minggu lalu.
humans aren't meant to be alone.	manusia tidak seharusnya sendiri.
did you say three?	apakah kalian bilang "tiga"?
i don't know much about cars.	saya tidak tahu banyak tentang mobil.
tom was unable to open the window.	tom tidak bisa membuka jendelanya.
you and tom have a lot in common.	kamu dan tom punya banyak kesamaan.
i have a stomachache.	perutku sakit.
i'm sick of this.	aku muak dengan hal ini.
how much does it cost?	berapa harganya?
everybody knows you're lying.	semua orang tahu kamu berbohong.
how many rings do you have?	berapa banyak cincin yang kamu punya?
look out!	awas!
never dig straight down.	jangan pernah menggali lurus ke bawah.
tom left boston a few days ago.	tom meninggalkan boston beberapa hari lalu.
do you have a driver's license?	apa kau memiliki sim?
it's on the first floor of that building.	itu ada di lantai satu dari bangunan itu.
those women are strong.	para wanita itu sangat kuat.
there's no need for you to be here.	kamu tidak perlu berada di sini.
they suggested to him that he go alone.	mereka menyarankannya untuk pergi sendirian.
tom keeps a black cat.	tom memelihara seekor kucing hitam.
are you like tom?	apakah kamu seperti tom?
who closed the gate?	siapa yang menutup pagar?
tom was good at that.	tom sangat baik dalam hal itu.
you're too young to watch this movie.	kamu terlalu muda untuk menonton film ini.
did you buy anything to eat?	apa kau membeli sesuatu untuk dimakan?
tom shouted.	tom berteriak.
she likes chocolate, too.	dia juga suka cokelat.
did you order a pizza?	apakah kamu memesan pizza?
we've been fooling ourselves.	kita telah membodohi diri sendiri.
they haven't told me yet.	mereka belum memberitahuku.
it's ridiculous.	ini konyol.
tom doesn't know anything about badminton.	tom tidak tahu apa-apa tentang bulu tangkis.
i've never eaten chinese food.	saya tidak pernah makan makanan tiongkok.
i'll be back in three hours.	saya akan kembali dalam tiga jam.
this is drinking water.	ini air minum.
you may not remember me, but i remember you.	kau mungkin tidak mengingatku, tapi aku mengingatmu.
please stop that.	tolong hentikan itu.
your tie has come undone.	dasimu lepas.
this desk is too heavy to lift.	meja ini terlalu berat untuk diangkat.
tom was late for class, as is often the case.	seperti biasa, tom terlambat datang ke kelas.
she's eight years old.	dia delapan tahun.
hi! how are you?	hai! bagaimana kabarmu?
you desperately need a vacation.	kamu sangat butuh liburan.
i'm sorry, did i say something wrong?	maaf, apakah ada yang salah dengan perkataanku?
can you tell me who is coming tonight?	bisakah kamu memberitahuku siapa yang akan datang malam ini?
many young men went to war.	banyak pemuda ikut perang.
this is life!	ini adalah kehidupan!
tom and mary are still alive.	tom dan mary masih hidup.
how was your week?	bagaimana pekan kalian?
nobody came to help him.	tidak ada yang datang menolongnya.
she swims well.	dia jago renang.
it all started on the island.	semua bermula dari pulau itu.
i have to check it.	aku harus memeriksanya.
who is taller, tom or mary?	siapa yang lebih tinggi, tom atau mary?
i know that you lied to me the other day.	aku tahu kamu berbohong kapan hari.
what did tom wear to the party?	apa yang tom kenakan di pesta?
i have read the book.	saya sudah membaca bukunya.
this chair is made of plastic.	kursi ini terbuat dari plastik.
i really want to know her name.	aku sangat ingin tahu namanya.
i must have tried on everything in the shop, but nothing looked right on me.	aku sudah mencoba semuanya yang ada di toko, tapi tidak ada yang cocok denganku.
i saw him run away.	aku melihatnya melarikan diri.
that's right.	itu benar.
it was tom who told me that.	tom yang memberitahukan saya soal itu.
do you think that really matters to any of us?	apa kau pikir itu penting bagi kami?
i haven't talked to tom in a long time.	sudah lama saya tidak berbicara dengan tom.
everybody knows them.	semua orang tahu mereka.
tom needs to lose three or four kilos.	tom perlu menurunkan berat badan tiga atau empat kilo.
tom didn't speak french back then.	saat itu tom tidak bisa berbahasa prancis.
i turned right.	saya belok ke kanan.
i want to learn how to play the harp.	aku ingin belajar bermain harpa.
tom's thirsty.	tom haus.
he comes back from sydney today.	dia kembali dari sydney hari ini.
i think you're both crazy.	aku rasa kalian berdua gila.
i almost died when i fell off the bridge.	aku hampir mati ketika aku jatuh dari jembatan.
fortunately, today tom is much better than he was yesterday.	sayangnya, hari ini tom jauh lebih baik daripada kemarin.
thank you for your beautiful postcard.	terima kasih atas kartu posmu yang sangat indah.
that guy's amazing.	orang itu menakjubkan.
that was our home.	itu dulunya rumah kami.
you must not touch the paintings.	kau tidak boleh menyentuh lukisannya.
we're stuck in traffic.	kami terjebak kemacetan.
who's the richest person in australia?	siapa orang yang paling kaya di australia?
please turn off the tv.	tolong matikan tvnya.
please put on your shoes.	tolong kenakan sepatu anda.
i didn't know your father had passed away.	saya tidak tahu kalau ayah anda telah meninggal dunia.
pollution can be controlled.	polusi bisa dikontrol.
happy birthday, tom.	selamat ulang tahun, tom!
what's the best way to do that?	apa cara terbaik untuk melakukan itu?
"leave me alone," she said angrily.	"biarkan saya sendiri", dia berkata dengan marah.
tom had a car accident in boston.	tom mengalami kecelakaan mobil di boston.
i don't want to be you.	aku tidak ingin menjadi kamu.
the front door is locked.	pintu depan terkunci.
when did tom buy that?	kapan tom membeli itu?
do your homework by yourself.	kerjakan pr-mu sendiri.
i want orange juice.	aku mau jus jeruk.
i just don't have much time.	aku cuma tidak punya banyak waktu.
has tom decided what he's going to do?	apakah tom sudah menentukan apa yang ingin dia lakukan?
i must leave now.	saya harus pergi sekarang.
it's very beautiful.	itu indah sekali.
are you guys hungry?	apa kalian lapar?
are you sure of that?	apa kau yakin dengan hal itu?
tom knew that mary needed to buy a car.	tom tahu kalau mary perlu membeli mobil.
he was sound asleep.	dia tertidur lelap.
tom rolled his window back up.	tom menutup kaca jendelanya.
tom is intolerant.	tom intoleran.
you're not perfect.	kamu tidak sempurna.
this picture reminds me of my childhood.	foto ini mengingatkanku pada masa kecilku
tom was fired.	tom dipecat.
tom mistakenly got on the bus headed for boston.	tom tidak sengaja menaiki bus jurusan boston.
i'm not as big a fool as you think i am.	aku tidak sebodoh yang kamu kira.
his name's tom.	namanya tom.
i am afraid that he might get hurt.	saya kuatir, mungkin dia mendapatkan luka.
one of the students didn't come today.	salah seorang murid tidak datang hari ini.
the wind is blowing from the north.	angin sedang berhembus dari utara.
they hugged each other.	mereka saling berpelukan.
i'm busy.	aku sedang sibuk.
this watch needs to be fixed.	jam tangan ini perlu diperbaiki.
tom wore gloves.	tom memakai sarung tangan.
i'd like to know what you think.	aku ingin tahu apa yang kau pikirkan.
i am a student at oxford university.	aku mahasiswa di universitas oxford.
you make me happy.	kamu membuatku bahagia.
this isn't enough.	ini tidak cukup.
i'll read the book.	aku akan membaca buku itu.
he wondered how many times the sun would rise before his salary would.	dia berpikir tentang berapa kali matahari akan naik sebelum gajinya.
get over here.	kemari.
she's not my girlfriend. she's my sister.	dia bukan pacarku, dia kakakku.
the panama canal connects the atlantic with the pacific.	terusan panama menghubungkan samudra atlantik dan pasifik.
you don't know him at all.	kamu tidak mengenalnya sama sekali.
i'll go if you will.	aku akan pergi jika kamu pergi juga.
did you really expect him to tell you the truth?	apa kau benar-benar berpikir bahwa ia mengatakan yang sejujurnya kepadamu?
how many countries are in europe?	ada berapa negara di eropa?
i don't like my new job.	aku tidak suka pekerjaan baruku.
these questions can be answered quite simply.	pertanyaan-pertanyaan ini bisa dijawab dengan cukup mudah.
he can't read it.	dia tidak bisa membacanya.
he took a book from the bookshelf.	dia mengambil sebuah buku dari rak buku.
i want to do something interesting.	aku ingin melakukan sesuatu yang menarik.
you should be at home.	kamu seharusnya di rumah.
he had the nerve to ask me to marry him.	dia tanpa tahu malu memintaku menikah dengannya.
how many canadian friends do you have?	kamu punya berapa jumlah teman orang kanada?
we'll never know the reason.	kita tidak akan pernah tahu alasannya.
she was brought up by her grandmother.	dia dibesarkan oleh neneknya.
tom stared at the ground.	tom melihat ke arah tanah.
you look happy today.	kamu terlihat bahagia hari ini.
is that you, tom?	itu kamu, tom?
who told you that i was sick?	siapa yang memberitahumu kalau aku sakit?
every student has free access to the library.	setiap murid memilki akses gratis ke perpustakaan.
call an ambulance.	panggil ambulan！
mosquitoes are insects.	nyamuk adalah serangga.
tom is rich.	tom kaya.
i don't like stubborn people.	saya tidak suka orang keras kepala.
we've done the impossible.	kami telah melakukan hal yang mustahil.
button up your shirt.	kancingkan bajumu.
tom doesn't have to apologize to mary.	tom tidak harus meminta maaf kepada mary.
they did not like the way he gave orders to everyone.	mereka tidak senang dengan caranya memberikan perintah.
i fixed it for you.	aku memperbaikinya untukmu.
i remember you. we met three years ago.	aku mengingatmu. kita bertemu tiga tahun lalu.
you don't need it.	kau tidak memerlukannya.
those people are dangerous.	orang-orang itu berbahaya.
tom is good at cooking.	tom pandai dalam hal memasak.
this year the circus has ten elephants.	tahun ini sirkus memiliki sepuluh gajah.
keep an eye on the bags.	awasilah tas-tas itu.
i don't have enough money to buy a car.	aku tidak punya cukup uang untuk membeli mobil.
they eat chocolate.	mereka makan cokelat.
tom doesn't feel like studying.	tom merasa seperti sedang tidak belajar.
tom closed his eyes.	tom memejamkan mata.
tom is taller than his mother.	tom lebih tinggi daripada ibunya.
i feel powerless.	aku merasa tidak berdaya.
have you ever gone to the beach with tom?	pernahkah kamu pergi ke pantai bersama tom?
i'm too young.	saya terlalu muda.
many criminals in america are addicted to drugs.	banyak kriminal di amerika kecanduan obat-obatan.
tom shut the drawer.	tom menutup lacinya.
tom found mary.	tom menemukan mary.
i'm not married yet.	aku belum menikah.
tom is eating rice.	tom sedang makan nasi.
i bought presents for my grandchildren.	saya membeli hadiah untuk cucu-cucu saya.
our friendship will last a long time.	pertemanan kami akan bertahan lama.
i hear that you play the piano.	aku dengar kau bermain piano.
he left.	dia pergi.
this is heaven.	ini surga.
they didn't believe me.	mereka tidak percaya padaku.
she hates carrots.	dia benci wortel.
tom's house looks like a castle.	rumah tom terlihat seperti kastil.
please explain it to me again.	tolong jelaskan kembali padaku.
i got a present, but i don't know who it's from.	saya dapat hadiah, tapi saya tidak tahu dari siapa.
mind your own business!	jangan buat kerbau tanduk panjang.
my shoes are wet.	sepatuku basah.
please give me something to drink.	tolong berikan saya sesuatu untuk diminum.
tom quarreled with mary.	tom bertengkar dengan mary.
we're in the well.	kami di dalam sumur.
if you lie down with dogs, you'll get up with fleas.	bercampur dengan orang pemaling, sekurang-kurangnya jadi pencecak.
you may go home.	kamu boleh pulang.
i'm glad you enjoyed it.	saya senang anda menikmatinya.
that's my bed.	itu tempat tidurku.
i'm going to wait until 2:30.	kutunggu sampai pukul 2:30.
i wish i were rich.	aku harap aku kaya.
when was the last time you had to remind me to do something?	kapan terakhir kali kamu harus mengingatkanku untuk melakukan sesuatu?
above all, be patient.	di atas segalanya, bersabarlah.
the guide led us to the hotel.	pemandu mengantarkan kami ke hotel.
he put on sunglasses to protect his eyes from ultraviolet rays.	dia memakai kacamata hitam untuk melindungi matanya dari sinar ultraungu.
i don't want to be a teacher.	aku tidak ingin menjadi guru.
tom is obsessed with trains.	tom terobsesi dengan kereta api.
i don't know how many years tom lived in boston.	aku tidak tahu berapa tahun tom tinggal di boston.
alcohol is also cheap in germany.	alkohol juga murah di jerman.
i'm not angry at you, just very disappointed.	aku tidak marah padamu. aku hanya sangat kecewa.
our son is sick.	anak kami sedang sakit.
why should i wait?	mengapa saya harus menunggu?
what's your favorite winter food?	apa makanan musim dingin favoritmu?
keep an eye on the baby for a while.	awasi bayinya sebentar.
i think that japan is a very safe country.	menurut saya jepang adalah negara yang paling aman.
the problem is we don't know anything.	masalahnya kita tidak tahu apa-apa.
it is nice to see you again.	senang bertemu kamu lagi.
he won't come, will he?	dia tidak akan datang, kan?
it's near.	sudah dekat.
i didn't ask for your permission.	aku tidak meminta izinmu.
i think so, too.	aku juga berpikir begitu.
the television doesn't work.	televisi tidak berfungsi.
if you don't want to miss the train, you'd better hurry.	jika anda tidak ingin ketinggalan kereta, sebaiknya anda bergegas.
the one i bought was made in australia.	yang aku beli dibuat di australia.
we climbed mt. fuji last summer.	kami mendaki gunung fuji musim panas tahun lalu.
i will be pleased to help you.	dengan senang hati saya akan membantu anda.
you're wearing your sweater inside out.	kamu memakai sweter terbalik.
i'll have to think about it.	aku akan memikirkannya dulu.
was tom satisfied?	apakah tom merasa puas?
i felt very sad.	aku merasa sangat sedih.
i have to find tom now.	aku harus menemukan tom sekarang.
i'm not young like you.	aku tidak muda seperti kamu.
i need some paper.	aku perlu kertas.
tom isn't playing football.	tom tidak sedang bermain sepak bola.
i'm not tom's wife.	saya bukan istri tom.
tom's signature is illegible.	tanda tangan tom tidak bisa dibaca.
i hate fireworks.	aku benci kembang api.
you're stupid.	kamu bodoh.
is there a problem?	apakah ada masalah?
press the button.	tekan tombol itu.
i don't remember the title of that movie.	aku tidak ingat judul film itu.
i showed him my room.	aku menunjukkan kamarku padanya.
croatia is in the southeastern part of europe.	kroasia berada di bagian tenggara eropa.
there's a swimming pool not too far from where i live.	tidak jauh dari tempat tinggalku ada kolam renang.
i wish you were here.	andai saja kamu di sini!
feed the bird.	beri makan burungnya!
don't you want to be rich?	tidak maukah kamu menjadi kaya?
she is my girlfriend.	dia itu pacarku.
he has made little progress in his english.	dia mengalami sedikit kemajuan dalam bahasa inggris.
i never dreamed that i would meet you here.	tak pernah kubermimpi akan bertemu denganmu di sini.
it seems a waste of time to wait any longer.	sepertinya akan membuang-buang waktu jika kita menunggu lebih lama lagi.
i haven't received anything yet.	saya belum menerima apa pun.
the train got in on time.	keretanya datang tepat waktu.
you're stupid.	kau bodoh
she walks.	dia berjalan kaki.
got it?	mengerti?
tom is fat.	tom gemuk.
i'm not frightened of ghosts.	aku tidak takut dengan hantu.
we still have a lot of food left.	persediaan makanan masih banyak.
how long were you and tom together?	berapa lama kamu dan tom bersama?
i am not kidding.	aku tidak sedang bercanda.
her first name was mary.	nama depannya mary.
is there a knife in the kitchen?	apakah di dapur ada pisau?
i'm done.	aku sudah selesai.
where were you?	kamu di mana?
you did what you had to do.	kamu telah melakukan apa yang harus kamu lakukan
someone stole my bicycle.	seseorang mencuri sepedaku.
i really like the way your hair looks.	aku sangat suka gaya rambutmu.
what are you doing this weekend?	apa yang kalian lakukan akhir pekan ini?
i'm hungry.	saya lapar.
i'm a friend of tom's.	saya teman tom.
i've always liked horror movies.	aku selalu suka film horor.
i want to feel important.	aku ingin merasa penting.
i have no time to do my homework.	aku tidak punya waktu mengerjakan pr-ku.
tom will never give up.	tom tidak akan pernah menyerah.
the rain just stopped, so let's leave.	hujannya baru saja berhenti, jadi ayo kita berangkat.
let's do it right now.	mari kita lakukan sekarang juga.
tom thought i was a criminal.	tom mengira aku seorang kriminal.
where can i buy a brush?	di mana saya bisa membeli sikat?
we don't know where we are.	kami tidak tahu di mana kami berada.
how many classes do you have on monday?	di hari senin jam pelajaranmu ada berapa banyak?
the key was under the sofa.	kuncinya ada di bawah sofa.
tom and mary both lived in boston when they were kids.	tom dan mary sama-sama tinggal di boston ketika mereka masih kecil.
that's the book i bought yesterday.	itu buku yang aku beli kemarin.
tom seldom speaks to us anymore.	tom sudah jarang berbicara dengan kami.
my feet hurt.	kakiku sakit.
i was married once.	aku dulu pernah menikah.
what's done can't be undone.	nasi sudah menjadi bubur.
don't pat me on the head like i'm still a child!	jangan mengelus-elus kepalaku seakan aku ini masih anak kecil!
have you had breakfast yet?	kalian sudah sarapan?
it takes 10 minutes to walk to the station.	memerlukan waktu 10 menit untuk bisa sampai ke stasiun dengan berjalan kaki.
i ran out of breath.	aku kehabisan napas.
i'll come back again after lunch.	aku akan kembali setelah makan siang.
i've always wanted to be a princess.	saya selalu ingin menjadi seorang puteri.
tom was condemned to death.	tom dijatuhi hukuman mati.
which way is the beach?	pantainya ada di sebelah mana?
he is above suspicion.	dia bebas dari kecurigaan.
i have toothache.	saya sakit gigi.
have you ever been to the black sea?	apakah kau pernah pergi ke laut hitam?
the train hasn't arrived yet.	keretanya belum tiba.
anybody can use it.	siapa saja bisa menggunakannya.
i had trouble finding my way back to my hotel last night.	aku kesulitan menemukan jalan pulang ke hotelku tadi malam.
give me something to write with.	berikan aku sesuatu yang bisa aku tulisi.
the addict died from a drug overdose.	pencandu itu mati karena overdosis narkoba.
the cake is too sweet.	kuenya terlalu manis.
mary wears a headscarf.	mary memakai kerudung.
it was only a nightmare.	itu hanya mimpi buruk.
do you know the meaning of this word?	apakah kamu tahu arti dari kata ini?
this app can help.	aplikasi ini dapat membantu.
this is awkward.	ini aneh.
do you have something to say?	apa ada sesuatu yang ingin kau katakan?
this is my room.	ini adalah kamarku.
some people still cut grass with a scythe.	beberapa orang masih memotong rumput dengan sabit.
my name's tom, too.	namaku tom juga.
i'll wait for you in the hotel tomorrow.	aku akan menunggumu di hotel besok.
i'm looking for another job.	saya sedang mencari pekerjaan yang lain.
tom is careless, isn't he?	tom itu masa bodoh, kan?
is there a room available for tonight?	apakah ada kamar yang tersedia untuk malam ini?
tom works too much.	tom terlalu banyak bekerja.
you should stay in bed.	kau harus tetap beristirahat.
i won!	aku menang!
i've known her since i was little.	saya sudah mengenalnya sejak kecil
i heard all about that.	saya mendengar semuanya.
i eat rice every day.	aku makan nasi setiap hari.
it's a good question.	ini pertanyaan yang bagus
the students laughed.	para murid tertawa.
i have read this book before.	aku pernah membaca buku ini sebelumnya.
everyone here knows we're canadians.	semua orang di sini tahu bahwa kita orang kanada.
what did you tell them?	apa yang kalian katakan padanya?
zoology deals with the study of animal life.	zoologi adalah ilmu yang mempelajari tentang hewan.
i was born october 20, 2013.	saya lahir pada tanggal 20 oktober 2013.
perhaps she doesn't remember my birthday.	mungkin dia lupa hari ulang tahunku.
people are talking.	orang-orang sedang berbicara.
can we talk later?	bisakah kita berbicara nanti?
put on some music.	putarlah musik.
would you prefer to go to the zoo or go to a movie?	kamu lebih memilih pergi ke kebun binatang atau bioskop?
is it love?	apakah ini cinta?
i have another suggestion.	saya punya saran lain.
how is your family?	bagaimana kabar keluargamu?
tom is reading a book.	tom sedang membaca buku.
i need more information.	aku butuh informasi lagi.
i must've made a mistake.	saya pasti sudah membuat kesalahan.
there is a glass on the table.	ada sebuah gelas di atas meja.
do you think you could make it before lunch?	kamu kira bisa selesai sebelum makan siang?
when is the next train to boston?	kapankah kereta tujuan boston selanjutnya?
i'm just joking.	aku cuma bercanda.
i think i need help.	saya rasa saya butuh bantuan.
i'm still trying to get used to it.	aku masih berusaha membiasakan diri.
they are artists.	mereka seniman.
the surgeon who did tom's operation is very experienced and highly regarded.	dokter bedah yang menangani operasi tom sangat berpengalaman dan dihormati.
tom looks like he's seen a ghost.	tom nampak seperti telah melihat setan.
what's the matter?	ada masalah?
my father is at home.	ayah saya ada di rumah.
tom is reckless.	tom ceroboh.
what's this called?	disebut apa ini?
i need a pan.	aku perlu wajan.
tom disappeared.	tom menghilang.
i'll be better tomorrow.	aku akan baik-baik saja besok.
this is easy.	ini gampang
please don't cry.	janganlah menangis.
please open the package.	silakan buka paket itu.
he sat next to me.	dia duduk di sampingku.
there is little food in the refrigerator.	hanya ada sedikit makanan di dalam kulkas.
tom and mary were talking to each other.	tom dan mary saling berbicara.
tom is taller than me.	tom lebih tinggi dari saya.
do you need a hand?	apa kamu butuh bantuan?
tom seems a little dangerous.	tom terlihat sedikit berbahaya.
from now on, i'm only going to speak french.	mulai sekarang aku hanya akan berbicara bahasa prancis.
what is it you want to tell us?	apa yang ingin kamu katakan pada kami?
i don't have anything to tell you.	tidak ada yang ingin kuberitahukan padamu.
nobody is going to stop me.	tak akan ada yang bisa menghentikanku.
i'll take that as a compliment.	aku anggap itu sebagai pujian.
you aren't perfect.	kamu tak sempurna.
tom deceived mary.	tom menipu mary.
don't you hear it?	apa kamu mendengarnya?
the teacher went through my purse.	pak guru memeriksa tas saya.
tom shivered when he saw the black cat.	tom merinding ketika ia melihat kucing hitam itu.
i want to go with you.	saya ingin pergi dengan anda.
we can meet.	kita bisa bertemu.
turn on your back.	balikkan badanmu.
she poured boiling water into the cup.	dia menuangkan air mendidih ke dalam cangkir.
let's do it ourselves.	mari kita lakukan sendiri.
they killed more than three thousand sailors.	mereka membunuh lebih dari tiga ribu pelaut.
from across the room, you look like tom.	jika dilihat dari luar, kamu mirip seperti tom
the book is white.	buku itu putih.
i'm thinking about you.	aku memikirkan tentang dirimu.
remove your shirt and lie down.	lepas kaosmu dan berbaringlah.
please add up the bill.	tolong jumlahkan total tagihannya.
tom murdered mary.	tom membunuh mary.
are you vegetarian?	apa kau nabatiwan?
